"","Kingdom","Phylum","Class","Order","Family","Genus","Species","barcode01","barcode02"
"GQ402631.1.1438","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","uncultured bacterium",1,1
"GQ402630.1.1424","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",1,0
"GQ402586.1.1451","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2","uncultured bacterium","","",1,0
"GQ402556.1.1424","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",1,0
"GQ402548.1.1469","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured bacterium","",1,0
"GQ264363.1.1473","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia","uncultured bacterium",1,0
"GQ264229.1.1472","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured bacterium",1,0
"GQ264056.1.1471","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured bacterium","",1,0
"FR872443.1.1330","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium sp. MG-2011-47-AZ",1,0
"FR749826.1.1471","Bacteria","Armatimonadota","Armatimonadia","Armatimonadales","uncultured bacterium","","",1,0
"FR749793.1.1465","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured Acidobacteria bacterium",1,0
"FR749791.1.1468","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured Acidobacteria bacterium",1,0
"FR720632.1.1441","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",1,0
"FR687562.1.1458","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",1,0
"FR687442.1.1463","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",1,0
"FPLS01054469.16.1484","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","metagenome","",1,0
"FPLS01054050.10.1546","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus","metagenome",1,0
"FPLS01052488.16.1484","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055","metagenome",1,0
"FPLS01052335.12.1320","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured","metagenome",1,0
"FPLS01051150.16.1534","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Schlesneriaceae","Schlesneria","metagenome",1,0
"FPLS01050510.13.1529","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","uncultured","metagenome",1,0
"FPLS01047505.16.1481","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","metagenome",1,0
"FPLS01041012.11.1507","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Luedemannella","metagenome",1,0
"FPLS01036003.31.1535","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","uncultured","metagenome",1,0
"FPLS01030841.13.1513","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia","metagenome",1,0
"FPLS01030612.18.1485","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","uncultured","metagenome",1,0
"FPLS01024723.12.1484","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","metagenome","","",1,0
"FPLS01022123.17.1392","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","metagenome",1,0
"FPLS01022067.10.1475","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","metagenome",1,1
"FPLS01009810.12.1515","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia","metagenome",1,0
"FPLS01008782.34.1533","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","metagenome",1,0
"FPLS01006156.7.1496","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","metagenome",1,0
"FPLS01005308.12.1491","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","metagenome",1,1
"FPLS01004408.10.1524","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","metagenome",1,0
"FPLS01002256.16.1545","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured","metagenome",1,2
"FPLS01000363.11.1488","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","metagenome",1,0
"FPLP01012871.10.1496","Bacteria","WPS-2","metagenome","","","","",1,0
"FPLM01008388.9.1504","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","metagenome",1,0
"FPLL01006304.13.1517","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","metagenome",1,0
"FPLL01005435.44.1561","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","uncultured","metagenome",1,0
"FN870207.1.1483","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured bacterium",1,0
"FN870199.1.1487","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured bacterium","","",1,0
"FN667436.1.1499","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Ammoniibacillus","uncultured compost bacterium",1,1
"FMVJ01000032.738.2105","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga","Microvirga guangxiensis",1,0
"FM872516.1.1470","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola","uncultured bacterium",1,0
"FM209331.1.1486","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",1,0
"FJ999589.1.1459","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora carbonacea",1,0
"FJ936969.1.1515","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",1,2
"FJ936733.1.1497","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured bacterium",1,0
"FJ889329.1.1441","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured Sphingomonas sp.",1,0
"FJ889214.1.1508","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteriales bacterium","",1,0
"FJ822640.1.1363","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","uncultured Verrucomicrobia bacterium",1,1
"FJ786255.1.2323","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium simulans",1,0
"FJ681965.1.1418","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus","uncultured bacterium",1,0
"FJ671330.1.1364","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Thermoflavimicrobium","uncultured bacterium",1,0
"FJ625381.1.1479","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,0
"FJ625356.1.1517","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","uncultured bacterium","","",1,0
"FJ624902.1.1542","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","uncultured bacterium",1,0
"FJ624890.1.1404","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",1,0
"FJ624881.1.1476","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","uncultured bacterium",1,0
"FJ560957.1.1523","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","Paraburkholderia phymatum",1,0
"FJ542841.1.1521","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","uncultured Paenibacillus sp.",1,0
"FJ479591.1.1448","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,0
"FJ479581.1.1451","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured bacterium",1,0
"FJ479571.1.1432","Bacteria","Patescibacteria","Parcubacteria","uncultured bacterium","","","",1,0
"FJ479475.1.1458","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","",1,0
"FJ479399.1.1442","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","uncultured bacterium",1,0
"FJ479361.1.1446","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,0
"FJ479267.1.1506","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured bacterium","",1,0
"FJ479261.1.1485","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","uncultured bacterium","","",1,1
"FJ479175.1.1512","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella","uncultured bacterium",1,0
"FJ479135.1.1450","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,0
"FJ479001.1.1505","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured bacterium","",1,0
"FJ478967.1.1448","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia","uncultured bacterium",1,1
"FJ478952.1.1382","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,0
"FJ478518.1.1448","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,0
"FJ466408.1.1483","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",1,0
"FJ466090.1.1389","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Tundrisphaera","uncultured bacterium",1,0
"FJ465991.1.1403","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodopila","uncultured bacterium",1,0
"FJ444699.1.1510","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","uncultured","uncultured bacterium",1,0
"FJ405890.1.1504","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","Planctomycetia bacterium WSF3-27",1,0
"FJ390940.1.1481","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium sp. SEMIA 5034",1,0
"FJ228289.1.1456","Bacteria","WPS-2","uncultured cyanobacterium","","","","",1,1
"FJ192508.1.1444","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured Bradyrhizobium sp.",1,0
"FJ152745.1.1508","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured bacterium","",1,0
"FCOI02000076.207.1737","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","Caballeronia temeraria",1,0
"EU907898.1.1372","Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas","uncultured bacterium",1,0
"EU881306.1.1494","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter","uncultured bacterium",1,0
"EU881289.1.1490","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",1,0
"EU881284.1.1451","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,0
"EU881251.1.1522","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",1,1
"EU881235.1.1452","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,1
"EU861942.1.1512","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured soil bacterium","",1,0
"EU861929.1.1496","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured soil bacterium",1,0
"EU861869.1.1508","Bacteria","Elusimicrobiota","Lineage IIa","uncultured soil bacterium","","","",1,0
"EU861851.1.1473","Bacteria","Armatimonadota","uncultured","uncultured soil bacterium","","","",1,0
"EU803555.1.1500","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","uncultured","uncultured bacterium",1,0
"EU665155.1.1390","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured Sphingomonas sp.",1,0
"EU589308.1.1526","Bacteria","Elusimicrobiota","Lineage IIb","uncultured soil bacterium","","","",1,1
"EU469638.1.1360","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","uncultured bacterium",1,0
"EU445226.1.1501","Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas","uncultured bacterium",1,0
"EU445212.1.1482","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidicaldus","uncultured bacterium",1,0
"EU445203.1.1483","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured","uncultured bacterium",1,1
"EU445199.1.1522","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2","uncultured bacterium","","",1,0
"EU440721.1.1412","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured Sphingomonas sp.",1,0
"EU440645.1.1445","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","uncultured Micromonosporaceae bacterium",1,0
"EU431813.1.1463","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured bacterium",1,0
"EU370298.1.1269","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","uncultured bacterium","","",1,1
"EU335346.1.1488","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","uncultured","uncultured bacterium",1,0
"EU335344.1.1499","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2","uncultured bacterium","","",1,0
"EU335340.1.1517","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured bacterium",1,0
"EU335181.1.1524","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","uncultured bacterium","","",1,0
"EU223960.1.1489","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","uncultured Segetibacter sp.",1,3
"EU221416.1.1504","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",1,0
"EU202832.1.1390","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured","uncultured Caulobacter sp.",1,0
"EU202802.1.1458","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteriales bacterium","",1,0
"EU193064.1.1482","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured Gemmatimonadaceae bacterium",1,0
"EU192962.1.1508","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured Acidobacteriales bacterium","",1,0
"EU181225.1.1483","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter","Modestobacter marinus",1,0
"EU135512.1.1302","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","uncultured bacterium",1,0
"EU135120.1.1390","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",1,1
"EU134866.1.1354","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured bacterium",1,0
"EU134379.1.1395","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",1,0
"EU133272.1.1323","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,0
"EU132935.1.1297","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured bacterium","",1,0
"EU132638.1.1350","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured bacterium","",1,0
"EU071493.1.1512","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured Bacillus sp.",1,0
"EU044288.1.1396","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",1,1
"EU044240.1.1394","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",1,0
"EU044212.1.1375","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",1,0
"EU044119.1.1368","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured proteobacterium","",1,2
"EU043957.1.1400","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",1,0
"EU043719.1.1376","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured Alphaproteobacteria bacterium","",1,0
"EF648084.1.1468","Bacteria","WPS-2","uncultured bacterium","","","","",1,0
